loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
14600,36 months,17.28,522.57,D,5 years,MORTGAGE,97100,Source Verified,car,19.73,1,679,29.6,Fully Paid
11300,60 months,13.97,262.76,D,,RENT,73200,Source Verified,debt_consolidation,18.04,3,686,31.5,Charged Off
17500,60 months,8.5,359.04,B,10+ years,MORTGAGE,66500,Verified,credit_card,12.68,0,709,54.2,Charged Off
12400,60 months,12.49,278.91,C,10+ years,RENT,144200,Source Verified,credit_card,20.77,1,701,62.3,Charged Off
6700,36 months,6.89,206.54,A,3 years,RENT,21200,Verified,debt_consolidation,12.91,0,755,88.3,Fully Paid
6100,60 months,14.93,144.89,C,4 years,MORTGAGE,67200,Source Verified,debt_consolidation,20.94,0,686,56.7,Charged Off
9600,36 months,16.79,341.26,D,10+ years,MORTGAGE,97700,Source Verified,debt_consolidation,21.67,0,683,65.4,Fully Paid
21400,36 months,15.89,751.2,D,5 years,MORTGAGE,49900,Not Verified,debt_consolidation,12.92,0,682,41.2,Fully Paid
9800,36 months,8.22,308.09,A,,RENT,69200,Not Verified,home_improvement,7.04,0,752,50.7,Fully Paid
16400,60 months,10.91,355.84,B,6 years,MORTGAGE,125800,Verified,credit_card,11.0,0,717,85.2,Charged Off
6900,36 months,20.73,259.0,E,5 years,RENT,57100,Verified,debt_consolidation,29.61,2,664,56.5,Charged Off
8400,36 months,9.37,268.57,B,2 years,MORTGAGE,46600,Source Verified,debt_consolidation,27.73,0,710,53.2,Charged Off
6900,36 months,14.15,236.33,C,10+ years,MORTGAGE,116700,Not Verified,debt_consolidation,28.55,0,693,71.6,Fully Paid
9500,36 months,13.84,323.95,C,10+ years,MORTGAGE,96400,Not Verified,debt_consolidation,43.81,0,700,64.1,Charged Off
8200,36 months,5.1,246.13,A,4 years,MORTGAGE,34200,Verified,debt_consolidation,30.16,0,743,31.6,Fully Paid
19500,36 months,15.32,679.03,C,2 years,RENT,70100,Not Verified,debt_consolidation,20.22,0,702,67.1,Charged Off
12300,36 months,17.74,443.07,E,7 years,RENT,77000,Verified,debt_consolidation,19.59,0,671,47.8,Fully Paid
16700,36 months,8.74,529.04,B,< 1 year,MORTGAGE,36300,Not Verified,debt_consolidation,22.73,1,691,44.5,Charged Off
16600,36 months,7.62,517.28,A,9 years,RENT,127900,Verified,medical,27.7,0,739,29.2,Charged Off
14000,36 months,22.12,535.54,F,10+ years,MORTGAGE,50700,Verified,debt_consolidation,15.89,1,651,64.8,Charged Off
16700,60 months,6.29,325.11,A,2 years,RENT,105800,Not Verified,credit_card,16.93,0,736,38.3,Fully Paid
9900,36 months,10.13,320.05,B,9 years,RENT,40100,Verified,debt_consolidation,15.55,1,704,86.3,Charged Off
14000,60 months,14.05,326.12,C,10+ years,MORTGAGE,48200,Source Verified,debt_consolidation,11.56,0,704,62.4,Fully Paid
19900,36 months,11.11,652.54,B,10+ years,MORTGAGE,48300,Not Verified,debt_consolidation,23.38,1,715,31.9,Fully Paid
16000,36 months,6.96,493.74,A,7 years,MORTGAGE,117100,Verified,credit_card,7.21,0,751,53.8,Fully Paid
12000,60 months,16.84,297.2,D,9 years,MORTGAGE,48900,Not Verified,debt_consolidation,8.96,1,682,46.8,Charged Off
19400,36 months,17.77,699.12,D,10+ years,MORTGAGE,56800,Not Verified,credit_card,20.47,0,694,41.6,Fully Paid
40000,36 months,6.95,1234.17,A,9 years,MORTGAGE,26800,Not Verified,debt_consolidation,6.79,0,748,47.3,Fully Paid
8700,36 months,19.42,320.76,E,10+ years,RENT,143900,Verified,credit_card,27.16,0,670,50.6,Charged Off
8000,36 months,6.75,246.1,A,7 years,MORTGAGE,44500,Not Verified,debt_consolidation,17.21,1,734,73.0,Fully Paid
8100,36 months,11.27,266.22,B,10+ years,RENT,131400,Source Verified,debt_consolidation,15.94,1,722,71.2,Charged Off
18900,60 months,10.7,408.11,B,4 years,MORTGAGE,56800,Verified,credit_card,10.85,1,727,70.8,Fully Paid
9500,36 months,8.83,301.35,A,10+ years,MORTGAGE,98800,Verified,small_business,40.53,0,765,69.2,Fully Paid
6500,36 months,6.86,200.29,A,4 years,MORTGAGE,36200,Source Verified,debt_consolidation,23.58,1,732,91.1,Charged Off
26200,36 months,19.9,972.35,E,9 years,MORTGAGE,79100,Not Verified,credit_card,16.37,1,665,57.3,Fully Paid
21300,60 months,10.68,459.72,B,10+ years,MORTGAGE,41900,Not Verified,debt_consolidation,27.19,0,691,50.0,Charged Off
10000,36 months,10.32,324.18,B,10+ years,RENT,105300,Not Verified,credit_card,26.22,0,709,47.8,Charged Off
6600,60 months,6.37,128.74,A,1 year,OWN,125200,Verified,debt_consolidation,46.28,0,746,69.4,Charged Off
7400,36 months,14.14,253.42,C,4 years,MORTGAGE,48100,Source Verified,debt_consolidation,12.87,0,684,69.7,Fully Paid
6200,60 months,20.94,167.52,E,10+ years,MORTGAGE,117300,Not Verified,debt_consolidation,18.1,0,669,41.6,Charged Off
19000,36 months,12.32,633.98,C,3 years,MORTGAGE,155300,Not Verified,debt_consolidation,22.49,0,715,77.6,Fully Paid
11900,36 months,15.14,413.33,C,3 years,MORTGAGE,154000,Not Verified,debt_consolidation,41.96,1,691,41.6,Charged Off
6700,36 months,11.01,219.38,B,10+ years,MORTGAGE,220800,Not Verified,debt_consolidation,16.59,1,716,45.4,Charged Off
20700,60 months,12.82,469.08,C,10+ years,RENT,40400,Source Verified,credit_card,26.54,1,690,29.4,Charged Off
5800,36 months,12.51,194.06,B,10+ years,MORTGAGE,28200,Not Verified,home_improvement,26.2,0,703,57.9,Charged Off
40000,36 months,12.15,1331.44,C,3 years,RENT,86900,Not Verified,debt_consolidation,20.06,0,704,47.1,Fully Paid
22500,36 months,14.1,770.09,C,4 years,MORTGAGE,210800,Verified,other,5.38,0,703,65.5,Fully Paid
15100,60 months,10.87,327.33,B,9 years,RENT,57000,Source Verified,credit_card,24.12,0,721,70.5,Fully Paid
12400,60 months,15.85,300.56,D,7 years,MORTGAGE,41800,Not Verified,home_improvement,15.0,0,679,15.8,Fully Paid
19500,36 months,13.42,660.98,C,10+ years,RENT,101400,Verified,debt_consolidation,24.56,0,691,47.0,Fully Paid
14700,36 months,11.87,487.34,B,7 years,RENT,33000,Source Verified,debt_consolidation,9.61,0,722,42.5,Fully Paid
10700,60 months,10.59,230.46,B,< 1 year,RENT,65600,Verified,debt_consolidation,29.21,1,703,79.1,Charged Off
4100,60 months,10.74,88.61,B,1 year,MORTGAGE,34900,Verified,debt_consolidation,10.49,1,707,77.8,Fully Paid
21400,36 months,10.1,691.52,B,8 years,MORTGAGE,43100,Not Verified,home_improvement,49.24,0,717,74.6,Charged Off
9600,36 months,6.2,292.92,A,,RENT,150700,Not Verified,debt_consolidation,21.65,0,763,22.7,Fully Paid
22400,36 months,21.71,852.11,E,7 years,MORTGAGE,90100,Not Verified,debt_consolidation,13.75,0,673,36.1,Charged Off
5700,36 months,9.24,181.9,B,4 years,MORTGAGE,51600,Source Verified,debt_consolidation,35.91,0,721,80.9,Charged Off
14000,36 months,20.48,523.72,E,3 years,RENT,140000,Source Verified,debt_consolidation,16.59,0,674,83.2,Fully Paid
8800,36 months,15.43,306.91,D,10+ years,MORTGAGE,80200,Source Verified,car,21.02,0,707,50.7,Fully Paid
5100,36 months,9.5,163.37,B,10+ years,OWN,118800,Not Verified,debt_consolidation,20.35,0,720,5.9,Fully Paid
9100,60 months,8.16,185.21,A,1 year,RENT,113100,Not Verified,home_improvement,6.32,0,736,46.3,Fully Paid
18100,60 months,14.5,425.86,C,7 years,MORTGAGE,49600,Source Verified,debt_consolidation,11.12,0,704,48.0,Fully Paid
25700,36 months,10.99,841.26,B,10+ years,MORTGAGE,39400,Verified,debt_consolidation,12.67,0,707,84.1,Fully Paid
15800,36 months,15.85,554.31,D,10+ years,MORTGAGE,100300,Not Verified,debt_consolidation,34.73,0,670,27.5,Fully Paid
12300,36 months,11.17,403.68,B,9 years,RENT,48400,Source Verified,other,8.23,0,725,58.8,Fully Paid
12300,60 months,6.5,240.66,A,10+ years,RENT,49800,Not Verified,debt_consolidation,9.79,0,736,23.8,Fully Paid
20400,60 months,6.08,395.15,A,10+ years,OWN,86900,Verified,credit_card,18.37,0,746,9.6,Charged Off
19900,36 months,15.79,697.56,D,2 years,MORTGAGE,103300,Not Verified,credit_card,22.15,1,690,62.4,Charged Off
10600,36 months,13.8,361.25,C,10+ years,OWN,126400,Not Verified,debt_consolidation,23.47,0,690,63.9,Fully Paid
24700,36 months,7.22,765.15,A,10+ years,RENT,90400,Source Verified,credit_card,9.9,0,748,84.6,Fully Paid
10800,36 months,15.23,375.6,D,1 year,MORTGAGE,88200,Source Verified,credit_card,23.13,0,687,22.1,Fully Paid
15800,36 months,12.68,529.93,C,< 1 year,MORTGAGE,179200,Source Verified,car,27.12,0,686,20.8,Fully Paid
14100,36 months,15.93,495.23,D,10+ years,OTHER,96000,Source Verified,debt_consolidation,11.38,1,701,32.4,Fully Paid
9700,36 months,15.63,339.25,C,7 years,OWN,35300,Source Verified,debt_consolidation,23.73,0,700,66.6,Charged Off
9400,60 months,16.4,230.59,D,2 years,MORTGAGE,33200,Verified,debt_consolidation,16.82,0,685,73.4,Fully Paid
20400,36 months,29.84,864.23,G,2 years,RENT,66400,Not Verified,major_purchase,14.74,0,673,65.0,Charged Off
16800,60 months,13.67,388.04,C,4 years,MORTGAGE,81400,Verified,debt_consolidation,39.91,0,713,63.1,Charged Off
39400,60 months,18.6,1013.41,D,10+ years,RENT,181400,Verified,debt_consolidation,34.46,0,681,13.6,Charged Off
30700,36 months,9.95,989.88,B,7 years,MORTGAGE,27200,Source Verified,credit_card,32.08,0,711,25.4,Fully Paid
9800,36 months,5.0,293.71,A,10+ years,OWN,110300,Not Verified,home_improvement,32.18,1,758,52.0,Charged Off
10200,36 months,6.33,311.83,A,5 years,RENT,26100,Source Verified,debt_consolidation,7.25,0,724,91.9,Charged Off
11500,36 months,27.81,474.5,G,1 year,MORTGAGE,39600,Verified,credit_card,31.56,0,641,60.1,Charged Off
12700,60 months,13.98,295.38,C,10+ years,MORTGAGE,115200,Source Verified,debt_consolidation,10.24,0,691,42.2,Fully Paid
9400,60 months,13.57,216.63,D,2 years,MORTGAGE,97500,Not Verified,credit_card,33.99,1,656,47.5,Charged Off
20400,36 months,15.97,716.9,C,1 year,MORTGAGE,20000,Verified,debt_consolidation,17.05,0,689,44.3,Fully Paid
6900,36 months,6.0,209.91,A,9 years,MORTGAGE,28800,Verified,debt_consolidation,10.01,1,730,51.1,Fully Paid
13700,36 months,17.01,488.51,D,10+ years,MORTGAGE,84800,Verified,debt_consolidation,15.06,1,712,73.3,Charged Off
24400,36 months,11.05,799.4,B,1 year,MORTGAGE,65000,Source Verified,car,20.69,0,697,50.6,Fully Paid
7300,36 months,16.17,257.26,D,7 years,MORTGAGE,24500,Verified,debt_consolidation,13.83,0,692,68.6,Fully Paid
9900,36 months,10.63,322.38,B,,OWN,54800,Not Verified,debt_consolidation,16.27,2,705,78.9,Charged Off
10600,36 months,11.38,348.94,B,10+ years,RENT,112500,Verified,debt_consolidation,28.85,1,721,44.3,Fully Paid
7600,36 months,12.86,255.56,C,10+ years,MORTGAGE,153200,Verified,debt_consolidation,9.92,0,716,37.0,Fully Paid
10900,36 months,19.79,403.92,E,8 years,RENT,31600,Verified,debt_consolidation,6.81,0,655,52.4,Charged Off
8600,36 months,10.45,279.32,B,1 year,MORTGAGE,67500,Source Verified,debt_consolidation,16.97,0,715,9.0,Fully Paid
13600,36 months,18.05,492.01,D,10+ years,MORTGAGE,54100,Source Verified,debt_consolidation,13.99,0,690,46.9,Charged Off
26500,36 months,6.82,816.06,A,< 1 year,RENT,38800,Not Verified,home_improvement,16.71,0,769,52.3,Fully Paid
12800,60 months,6.84,252.49,A,4 years,OWN,101300,Not Verified,debt_consolidation,29.67,1,732,31.1,Charged Off
19600,36 months,18.23,710.85,D,10+ years,RENT,116100,Not Verified,debt_consolidation,15.89,0,697,85.1,Fully Paid
32500,36 months,15.17,1129.33,D,10+ years,RENT,98600,Source Verified,credit_card,20.5,0,673,50.3,Charged Off
12000,36 months,18.21,435.09,D,6 years,RENT,70000,Source Verified,home_improvement,10.68,0,684,51.5,Charged Off
10600,36 months,15.38,369.43,D,7 years,MORTGAGE,120000,Not Verified,debt_consolidation,18.8,0,705,55.0,Charged Off
5300,36 months,17.9,191.34,D,3 years,RENT,71800,Not Verified,credit_card,12.39,2,677,79.3,Fully Paid
10500,36 months,13.97,358.71,D,10+ years,MORTGAGE,25800,Source Verified,small_business,6.93,0,684,53.3,Charged Off
7800,36 months,14.19,267.31,C,7 years,MORTGAGE,77500,Verified,debt_consolidation,24.8,1,700,42.6,Charged Off
24900,36 months,14.94,862.44,C,10+ years,MORTGAGE,42200,Not Verified,debt_consolidation,17.42,0,691,47.9,Charged Off
10800,60 months,12.32,241.99,C,< 1 year,MORTGAGE,52100,Not Verified,debt_consolidation,17.92,0,670,79.3,Charged Off
10100,36 months,17.93,364.78,D,4 years,MORTGAGE,36600,Verified,credit_card,13.75,0,667,36.1,Charged Off
29700,36 months,13.27,1004.58,C,6 years,MORTGAGE,141300,Not Verified,debt_consolidation,36.23,0,695,40.8,Charged Off
3900,36 months,10.2,126.21,B,< 1 year,RENT,32700,Not Verified,credit_card,28.74,1,710,57.1,Fully Paid
17300,36 months,13.17,584.32,C,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,14.89,0,703,16.7,Fully Paid
14500,36 months,10.58,471.83,B,10+ years,RENT,207100,Verified,small_business,19.83,1,711,72.8,Charged Off
10200,60 months,20.59,273.6,E,10+ years,OWN,26900,Not Verified,debt_consolidation,20.79,1,662,47.7,Charged Off
17600,36 months,20.04,654.44,D,4 years,RENT,88500,Source Verified,debt_consolidation,20.16,1,671,71.4,Charged Off
20700,60 months,6.74,407.35,A,10+ years,MORTGAGE,29300,Verified,home_improvement,25.4,0,738,44.1,Charged Off
37800,36 months,15.58,1321.11,C,10+ years,RENT,86300,Not Verified,major_purchase,12.55,0,682,43.2,Fully Paid
13000,36 months,15.43,453.39,C,9 years,RENT,133000,Not Verified,debt_consolidation,15.39,0,717,91.9,Fully Paid
7100,36 months,13.17,239.81,C,10+ years,MORTGAGE,77600,Verified,credit_card,17.33,0,706,42.8,Charged Off
10500,60 months,12.25,234.9,C,10+ years,OWN,143000,Source Verified,major_purchase,20.26,2,695,67.6,Charged Off
17800,36 months,30.0,755.64,G,10+ years,OWN,55300,Verified,debt_consolidation,44.08,0,675,32.3,Fully Paid
3600,36 months,11.96,119.5,C,7 years,RENT,51200,Not Verified,debt_consolidation,10.63,0,706,48.0,Fully Paid
20900,60 months,13.92,485.44,C,2 years,RENT,164700,Source Verified,credit_card,38.37,0,717,58.1,Charged Off
40000,36 months,6.91,1233.44,A,9 years,MORTGAGE,55000,Verified,debt_consolidation,18.26,0,740,38.1,Fully Paid
12600,60 months,13.66,290.96,C,2 years,RENT,92800,Source Verified,debt_consolidation,14.55,0,721,47.9,Fully Paid
18400,36 months,7.35,571.09,A,10+ years,OWN,25200,Source Verified,credit_card,23.36,0,739,60.0,Fully Paid
21700,36 months,18.99,795.33,E,10+ years,RENT,99100,Not Verified,debt_consolidation,26.68,1,656,54.9,Charged Off
18500,36 months,20.63,693.48,D,< 1 year,MORTGAGE,105000,Source Verified,car,27.01,0,676,69.7,Fully Paid
6900,36 months,13.65,234.65,D,4 years,MORTGAGE,21600,Not Verified,debt_consolidation,18.01,0,672,42.4,Fully Paid
22100,60 months,13.5,508.52,C,2 years,RENT,73000,Source Verified,debt_consolidation,23.09,1,709,83.8,Charged Off
10000,36 months,19.18,367.47,D,3 years,MORTGAGE,99400,Source Verified,debt_consolidation,2.9,0,678,63.9,Charged Off
18800,36 months,13.38,636.89,C,10+ years,RENT,58400,Source Verified,debt_consolidation,6.99,1,706,,Fully Paid
10300,36 months,15.25,358.32,D,3 years,RENT,90600,Not Verified,credit_card,30.17,1,675,53.2,Charged Off
7900,36 months,13.87,269.5,C,10+ years,MORTGAGE,55700,Source Verified,credit_card,19.58,1,709,36.2,Charged Off
6000,60 months,5.94,115.83,A,,MORTGAGE,46800,Source Verified,major_purchase,41.21,0,754,52.3,Charged Off
16600,36 months,12.75,557.32,C,10+ years,RENT,37900,Source Verified,credit_card,19.67,0,692,63.5,Fully Paid
34300,60 months,20.59,920.04,E,5 years,RENT,134700,Not Verified,home_improvement,28.59,0,663,35.2,Charged Off
15300,36 months,18.81,559.37,E,3 years,MORTGAGE,53500,Verified,debt_consolidation,11.21,0,654,34.4,Charged Off
9100,36 months,11.28,299.13,C,6 years,RENT,101100,Source Verified,credit_card,33.19,0,716,77.6,Charged Off
17700,36 months,14.0,604.94,C,10+ years,MORTGAGE,44200,Verified,credit_card,6.36,0,698,71.8,Charged Off
7200,60 months,8.73,148.52,A,10+ years,RENT,197500,Verified,debt_consolidation,26.68,0,742,13.9,Fully Paid
3700,36 months,11.63,122.24,C,7 years,RENT,80900,Source Verified,debt_consolidation,8.74,0,699,18.3,Fully Paid
7300,36 months,6.36,223.27,A,5 years,RENT,37200,Verified,debt_consolidation,21.0,1,746,88.8,Charged Off
11800,36 months,7.31,366.02,A,9 years,MORTGAGE,48700,Not Verified,credit_card,28.48,0,764,69.6,Fully Paid
40000,36 months,14.64,1379.57,D,10+ years,MORTGAGE,113900,Not Verified,debt_consolidation,25.01,0,688,44.4,Charged Off
9300,36 months,10.33,301.53,B,10+ years,RENT,39000,Source Verified,debt_consolidation,23.68,1,732,75.3,Fully Paid
18000,36 months,13.14,607.71,C,10+ years,OWN,103600,Source Verified,debt_consolidation,34.22,0,702,63.3,Charged Off
24200,60 months,10.97,525.8,B,8 years,RENT,58300,Verified,credit_card,21.11,0,718,85.3,Fully Paid
6900,60 months,11.83,152.89,C,3 years,MORTGAGE,34200,Source Verified,debt_consolidation,12.05,0,692,63.9,Fully Paid
7700,60 months,12.61,173.67,C,10+ years,RENT,34400,Verified,other,20.29,0,703,38.9,Charged Off
10500,36 months,17.01,374.41,D,5 years,OWN,55800,Verified,debt_consolidation,8.47,1,697,52.8,Fully Paid
5800,36 months,16.73,206.01,C,10+ years,RENT,39400,Source Verified,major_purchase,11.41,0,692,68.9,Charged Off
24700,36 months,30.0,1048.55,G,5 years,RENT,48900,Verified,debt_consolidation,20.83,0,648,84.9,Charged Off
16000,36 months,19.75,592.58,E,10+ years,RENT,37900,Verified,debt_consolidation,12.23,0,672,60.1,Charged Off
2100,36 months,15.13,72.93,C,10+ years,MORTGAGE,189500,Verified,credit_card,11.53,0,681,41.2,Charged Off
14900,36 months,9.65,478.34,B,3 years,RENT,49700,Not Verified,debt_consolidation,24.84,0,702,35.9,Fully Paid
9900,36 months,11.89,328.3,C,3 years,OWN,165700,Not Verified,debt_consolidation,35.65,0,676,62.6,Charged Off
14700,60 months,13.45,337.87,C,10+ years,RENT,67100,Not Verified,debt_consolidation,15.1,1,706,60.7,Fully Paid
18000,36 months,13.32,609.27,C,3 years,MORTGAGE,29900,Source Verified,debt_consolidation,9.04,0,701,26.0,Fully Paid
25800,60 months,17.23,644.39,D,2 years,MORTGAGE,215200,Not Verified,debt_consolidation,34.72,0,677,40.4,Charged Off
22200,36 months,10.95,726.27,B,10+ years,RENT,71300,Verified,debt_consolidation,10.47,0,694,8.1,Fully Paid
15500,60 months,15.42,372.17,D,3 years,RENT,17200,Not Verified,other,21.58,1,689,72.9,Charged Off
14100,60 months,6.42,275.35,A,1 year,MORTGAGE,96900,Source Verified,credit_card,16.54,1,755,48.8,Charged Off
38000,60 months,10.08,808.88,B,10+ years,OWN,93200,Not Verified,home_improvement,5.65,0,710,69.6,Charged Off
14600,36 months,11.63,482.35,B,1 year,MORTGAGE,41300,Source Verified,car,11.59,0,715,75.8,Fully Paid
12600,36 months,8.52,397.87,A,3 years,MORTGAGE,56400,Verified,debt_consolidation,16.4,0,742,37.9,Fully Paid
10100,36 months,7.77,315.43,A,4 years,RENT,123100,Source Verified,debt_consolidation,23.26,0,751,50.4,Fully Paid
19800,36 months,12.24,659.92,C,10+ years,MORTGAGE,174800,Not Verified,credit_card,31.47,1,702,74.1,Charged Off
17500,36 months,10.48,568.63,B,5 years,RENT,60400,Not Verified,debt_consolidation,12.63,0,726,79.9,Fully Paid
15600,36 months,11.11,511.54,B,10+ years,MORTGAGE,29000,Not Verified,home_improvement,32.02,0,717,54.8,Fully Paid
3600,36 months,10.91,117.71,B,1 year,MORTGAGE,86900,Not Verified,debt_consolidation,8.27,1,712,49.3,Fully Paid
8700,36 months,9.92,280.4,B,2 years,RENT,141500,Not Verified,major_purchase,10.31,0,713,10.8,Fully Paid
5400,60 months,15.47,129.8,D,10+ years,OWN,64300,Not Verified,home_improvement,15.43,0,695,60.2,Charged Off
40000,36 months,22.94,1547.14,E,6 years,RENT,60900,Not Verified,debt_consolidation,8.12,1,674,45.4,Charged Off
11100,60 months,10.56,238.91,B,5 years,MORTGAGE,27400,Verified,debt_consolidation,7.52,1,723,31.4,Charged Off
28900,36 months,13.25,977.24,C,4 years,MORTGAGE,73200,Source Verified,other,8.91,0,707,73.7,Fully Paid
7500,60 months,14.92,178.11,C,4 years,RENT,111700,Not Verified,debt_consolidation,13.16,0,685,79.3,Fully Paid
35200,60 months,7.82,710.7,A,9 years,RENT,43900,Not Verified,home_improvement,12.16,1,741,38.3,Fully Paid
8300,60 months,14.46,195.11,C,< 1 year,OWN,70100,Not Verified,major_purchase,11.96,0,702,34.4,Fully Paid
10100,36 months,8.9,320.71,B,< 1 year,MORTGAGE,58800,Verified,debt_consolidation,21.39,0,712,73.3,Fully Paid
6000,60 months,16.2,146.55,D,10+ years,RENT,53200,Verified,major_purchase,21.14,0,690,3.0,Fully Paid
5400,36 months,16.71,191.75,E,10+ years,RENT,152400,Not Verified,major_purchase,16.79,1,684,59.2,Fully Paid
5100,36 months,11.25,167.57,C,7 years,RENT,97200,Source Verified,debt_consolidation,27.19,0,715,11.3,Fully Paid
8900,36 months,16.28,314.13,C,9 years,MORTGAGE,37000,Source Verified,other,19.7,0,698,41.7,Charged Off
8900,60 months,15.2,212.67,C,,RENT,47100,Source Verified,major_purchase,28.11,1,699,49.9,Charged Off
20800,36 months,15.62,727.37,D,9 years,MORTGAGE,49800,Source Verified,debt_consolidation,36.83,0,671,76.8,Charged Off
18900,36 months,11.07,619.39,B,7 years,MORTGAGE,67200,Verified,credit_card,44.15,1,703,65.6,Charged Off
13300,36 months,14.66,458.84,C,10+ years,MORTGAGE,66600,Source Verified,debt_consolidation,10.76,0,724,82.0,Fully Paid
11400,36 months,21.65,433.31,E,3 years,RENT,66000,Not Verified,debt_consolidation,27.2,0,682,65.2,Charged Off
9500,60 months,7.68,191.17,A,4 years,RENT,25800,Not Verified,credit_card,16.29,1,737,85.7,Fully Paid
4100,36 months,17.88,147.98,E,5 years,MORTGAGE,45600,Verified,debt_consolidation,9.08,0,671,64.4,Fully Paid
10500,60 months,13.94,243.99,C,10+ years,OWN,68000,Verified,debt_consolidation,29.8,0,695,75.3,Charged Off
7700,60 months,13.89,178.73,D,7 years,RENT,60900,Verified,debt_consolidation,11.35,0,686,39.7,Charged Off
10600,36 months,12.35,353.85,C,,OWN,116300,Verified,home_improvement,27.51,0,701,64.4,Fully Paid
5300,60 months,17.01,131.75,D,1 year,RENT,46900,Not Verified,debt_consolidation,30.52,0,693,27.4,Charged Off
14400,60 months,20.34,384.24,F,10+ years,RENT,75000,Source Verified,other,18.7,0,651,73.1,Fully Paid
3500,60 months,6.43,68.37,A,1 year,MORTGAGE,192200,Verified,debt_consolidation,28.55,0,749,48.1,Fully Paid
7700,36 months,10.24,249.33,B,9 years,RENT,62400,Not Verified,small_business,31.65,1,731,51.7,Charged Off
27700,36 months,7.35,859.74,A,1 year,MORTGAGE,65900,Verified,debt_consolidation,20.7,0,739,90.4,Fully Paid
17800,36 months,9.64,571.35,B,10+ years,MORTGAGE,49000,Verified,credit_card,13.9,0,711,68.5,Charged Off
9800,36 months,20.07,364.55,D,5 years,MORTGAGE,59100,Source Verified,debt_consolidation,11.7,1,695,82.0,Charged Off
5500,36 months,19.78,203.78,E,10+ years,MORTGAGE,66100,Not Verified,credit_card,27.7,1,666,41.6,Charged Off
11500,36 months,13.95,392.76,C,10+ years,OWN,68600,Not Verified,debt_consolidation,17.2,0,678,57.3,Fully Paid
11000,36 months,8.61,347.8,A,9 years,RENT,50500,Verified,debt_consolidation,18.36,2,744,65.5,Fully Paid
8400,36 months,10.2,271.83,B,5 years,RENT,47400,Verified,debt_consolidation,15.39,2,711,13.1,Fully Paid
13300,60 months,15.5,319.91,C,,MORTGAGE,22700,Not Verified,debt_consolidation,28.69,0,700,,Charged Off
9500,60 months,10.74,205.32,B,10+ years,OWN,49800,Source Verified,credit_card,16.53,0,709,61.9,Fully Paid
4700,36 months,11.85,155.77,C,4 years,RENT,25100,Source Verified,other,35.8,0,706,63.1,Fully Paid
5100,36 months,13.45,172.95,C,1 year,MORTGAGE,93100,Not Verified,credit_card,37.55,0,703,5.9,Charged Off
14200,36 months,12.93,477.98,C,7 years,OWN,128400,Verified,credit_card,21.61,0,697,60.8,Fully Paid
8500,60 months,9.57,178.81,B,< 1 year,RENT,48300,Verified,debt_consolidation,39.36,0,716,23.9,Fully Paid
11600,36 months,10.61,377.63,B,1 year,RENT,58800,Not Verified,debt_consolidation,24.98,0,713,37.4,Charged Off
8000,36 months,12.24,266.63,C,4 years,MORTGAGE,22300,Not Verified,small_business,10.38,0,687,64.0,Charged Off
30300,36 months,10.33,982.4,B,10+ years,MORTGAGE,55900,Verified,debt_consolidation,13.15,0,718,68.2,Fully Paid
5200,36 months,17.56,186.85,D,10+ years,MORTGAGE,82700,Not Verified,credit_card,33.63,0,686,43.4,Charged Off
6000,36 months,18.43,218.21,D,10+ years,RENT,73600,Verified,debt_consolidation,10.56,0,667,34.2,Fully Paid
20200,36 months,9.57,647.73,B,10+ years,RENT,33100,Source Verified,debt_consolidation,15.38,0,732,64.9,Fully Paid
7900,60 months,10.58,170.12,B,10+ years,RENT,59500,Not Verified,debt_consolidation,9.77,0,733,62.4,Charged Off
5900,60 months,7.35,117.8,A,3 years,MORTGAGE,79300,Source Verified,credit_card,13.8,0,736,80.8,Fully Paid
8800,60 months,15.51,211.71,D,,MORTGAGE,48300,Not Verified,home_improvement,10.78,0,677,32.1,Fully Paid
16100,60 months,18.03,409.1,D,10+ years,RENT,143100,Not Verified,debt_consolidation,28.22,0,677,90.7,Charged Off
17000,36 months,7.96,532.4,A,9 years,MORTGAGE,268500,Not Verified,debt_consolidation,16.34,0,711,42.4,Fully Paid
12200,36 months,11.2,400.57,B,3 years,MORTGAGE,66000,Source Verified,debt_consolidation,26.55,1,723,43.0,Fully Paid
13700,60 months,13.55,315.59,C,1 year,MORTGAGE,56400,Verified,small_business,10.32,0,715,17.3,Fully Paid
10600,36 months,18.6,386.41,D,5 years,OWN,21600,Not Verified,debt_consolidation,29.12,0,672,85.4,Charged Off
7200,36 months,15.51,251.39,D,10+ years,OWN,81700,Source Verified,debt_consolidation,19.86,0,675,65.5,Charged Off
8400,36 months,7.8,262.45,A,5 years,MORTGAGE,70000,Verified,home_improvement,9.25,0,749,41.2,Fully Paid
20800,36 months,17.23,743.96,E,1 year,MORTGAGE,318500,Source Verified,home_improvement,20.79,0,675,66.0,Charged Off
12000,36 months,10.99,392.81,B,< 1 year,RENT,42500,Not Verified,debt_consolidation,17.09,1,715,67.5,Fully Paid
5900,36 months,14.08,201.88,D,3 years,RENT,106200,Verified,debt_consolidation,29.71,0,684,88.0,Charged Off
